stimulus_id,prompt_group,phrasing_id,cell_id,family,direction,frame_type,negation,concept,concept_number,split,other_concept,carrier,carrier_order,target,similarity_to_this_concept,max_similarity,n_prompt_tokens,prompt
L1_secrecy_c6,L1|secrecy|6,L1,relevance_decl_morph,relevance,away,declarative,morphological,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,35,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy is irrelevant to this task."
L2_secrecy_c6,L2|secrecy|6,L2,relevance_decl_morph,relevance,away,declarative,morphological,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,37,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy is unrelated to what you are writing."
L3_secrecy_c6,L3|secrecy|6,L3,relevance_decl_morph,relevance,away,declarative,morphological,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,35,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy is immaterial to this task."
M1_secrecy_c6,M1|secrecy|6,M1,relevance_decl_syn,relevance,away,declarative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,36,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy is not relevant to this task."
M2_secrecy_c6,M2|secrecy|6,M2,relevance_decl_syn,relevance,away,declarative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,34,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy does not matter here."
N1_secrecy_c6,N1|secrecy|6,N1,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,31,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: juggle secrecy."
N2_secrecy_c6,N2|secrecy|6,N2,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,31,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: laminate secrecy."
N3_secrecy_c6,N3|secrecy|6,N3,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,32,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: notarize secrecy."
N4_secrecy_c6,N4|secrecy|6,N4,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,32,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: braise secrecy."
N5_secrecy_c6,N5|secrecy|6,N5,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,31,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: centrifuge secrecy."
P1_secrecy_c6,P1|secrecy|6,P1,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,33,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: do not juggle secrecy."
P2_secrecy_c6,P2|secrecy|6,P2,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,33,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: do not laminate secrecy."
P3_secrecy_c6,P3|secrecy|6,P3,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,34,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: do not notarize secrecy."
P4_secrecy_c6,P4|secrecy|6,P4,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,34,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: do not braise secrecy."
P5_secrecy_c6,P5|secrecy|6,P5,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,33,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: do not centrifuge secrecy."
Q1_secrecy_c6,Q1|secrecy|6,Q1,nonce_imp_none,nonce,neutral,imperative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,32,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: glorf secrecy."
Q2_secrecy_c6,Q2|secrecy|6,Q2,nonce_imp_none,nonce,neutral,imperative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,32,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: flarn secrecy."
Q3_secrecy_c6,Q3|secrecy|6,Q3,nonce_imp_none,nonce,neutral,imperative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,32,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: vusk secrecy."
R1_secrecy_c6,R1|secrecy|6,R1,nonce_imp_syn,nonce,neutral,imperative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,34,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: do not glorf secrecy."
R2_secrecy_c6,R2|secrecy|6,R2,nonce_imp_syn,nonce,neutral,imperative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,34,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: do not flarn secrecy."
R3_secrecy_c6,R3|secrecy|6,R3,nonce_imp_syn,nonce,neutral,imperative,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,34,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: do not vusk secrecy."
S1_secrecy_c6,S1|secrecy|6,S1,nonce_decl_none,nonce,neutral,declarative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,37,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy is glorfy to this task."
S2_secrecy_c6,S2|secrecy|6,S2,nonce_decl_none,nonce,neutral,declarative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,36,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy is flarny to this task."
S3_secrecy_c6,S3|secrecy|6,S3,nonce_decl_none,nonce,neutral,declarative,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,36,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy is vusky to this task."
T1_secrecy_c6,T1|secrecy|6,T1,base_bare_none,baseline,neutral,none,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,30,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: secrecy."
T2_secrecy_c6,T2|secrecy|6,T2,base_bare_syn,baseline,neutral,none,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,31,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: not secrecy."
T3_secrecy_c6,T3|secrecy|6,T3,base_filler_none,baseline,neutral,none,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,35,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: . . . . . secrecy."
T4_secrecy_c6,T4|secrecy|6,T4,base_filler_adjacent,baseline,neutral,none,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,35,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: . . . . not secrecy."
T5_secrecy_c6,T5|secrecy|6,T5,base_filler_detached,baseline,neutral,none,syntactic,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,35,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: not . . . . secrecy."
T6_secrecy_c6,T6|secrecy|6,T6,floor_control,control,away,declarative,morphological,secrecy,mass,pilot,boulders,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,35,"Write exactly this sentence and nothing else:
""The book fell open to page 217.""
While you write it: boulders are irrelevant to this task."
T7_secrecy_c6,T7|-|6,T7,base_absent,baseline,none,none,none,secrecy,mass,pilot,,The book fell open to page 217.,6,The book fell open to page 217.,-0.312,1.724,22,"Write exactly this sentence and nothing else:
""The book fell open to page 217."""
A1_secrecy_c7,A1|secrecy|7,A1,focus_imp_none,focus,toward,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: concentrate on secrecy."
A2_secrecy_c7,A2|secrecy|7,A2,focus_imp_none,focus,toward,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: think about secrecy."
B1_secrecy_c7,B1|secrecy|7,B1,focus_decl_none,focus,toward,declarative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,35,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is relevant to this task."
B2_secrecy_c7,B2|secrecy|7,B2,focus_decl_none,focus,toward,declarative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,35,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is related to this task."
B3_secrecy_c7,B3|secrecy|7,B3,focus_decl_none,focus,toward,declarative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is the point here."
C1_secrecy_c7,C1|secrecy|7,C1,focus_imp_syn,focus_neg,toward,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not ignore secrecy."
C2_secrecy_c7,C2|secrecy|7,C2,focus_imp_syn,focus_neg,toward,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not overlook secrecy."
C3_secrecy_c7,C3|secrecy|7,C3,focus_imp_syn,focus_neg,toward,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not set secrecy aside."
C4_secrecy_c7,C4|secrecy|7,C4,focus_imp_syn,focus_neg,toward,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not skip past secrecy."
D1_secrecy_c7,D1|secrecy|7,D1,focus_imp_both,focus_neg,toward,imperative,both,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not disregard secrecy."
D2_secrecy_c7,D2|secrecy|7,D2,focus_imp_both,focus_neg,toward,imperative,both,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not discount secrecy."
D3_secrecy_c7,D3|secrecy|7,D3,focus_imp_both,focus_neg,toward,imperative,both,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,36,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not de-emphasize secrecy."
D4_secrecy_c7,D4|secrecy|7,D4,focus_imp_both,focus_neg,toward,imperative,both,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not disattend secrecy."
E1_secrecy_c7,E1|secrecy|7,E1,focus_decl_syn,focus_neg,toward,declarative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,36,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is not beside the point here."
E2_secrecy_c7,E2|secrecy|7,E2,focus_decl_syn,focus_neg,toward,declarative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is not extraneous here."
E3_secrecy_c7,E3|secrecy|7,E3,focus_decl_syn,focus_neg,toward,declarative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,37,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy does not belong to a different task."
F1_secrecy_c7,F1|secrecy|7,F1,focus_decl_both,focus_neg,toward,declarative,both,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,36,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is not irrelevant to this task."
F2_secrecy_c7,F2|secrecy|7,F2,focus_decl_both,focus_neg,toward,declarative,both,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,38,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is not unrelated to what you are writing."
F3_secrecy_c7,F3|secrecy|7,F3,focus_decl_both,focus_neg,toward,declarative,both,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,36,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is not immaterial to this task."
G1_secrecy_c7,G1|secrecy|7,G1,mental_imp_syn,mental,away,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,38,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: whatever you do, do not think about secrecy."
G2_secrecy_c7,G2|secrecy|7,G2,mental_imp_syn,mental,away,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not think about secrecy."
G3_secrecy_c7,G3|secrecy|7,G3,mental_imp_syn,mental,away,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not consider secrecy."
H1_secrecy_c7,H1|secrecy|7,H1,output_imp_syn,output,away,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not mention secrecy."
H2_secrecy_c7,H2|secrecy|7,H2,output_imp_syn,output,away,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not write secrecy."
I1_secrecy_c7,I1|secrecy|7,I1,away_imp_none,disregard,away,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: set secrecy aside."
I2_secrecy_c7,I2|secrecy|7,I2,away_imp_none,disregard,away,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: skip past secrecy."
I3_secrecy_c7,I3|secrecy|7,I3,away_imp_none,disregard,away,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: pass over secrecy."
I4_secrecy_c7,I4|secrecy|7,I4,away_imp_none,disregard,away,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: leave secrecy out."
I5_secrecy_c7,I5|secrecy|7,I5,away_imp_none,disregard,away,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,31,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: ignore secrecy."
J1_secrecy_c7,J1|secrecy|7,J1,away_imp_morph,disregard,away,imperative,morphological,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,31,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: disregard secrecy."
J2_secrecy_c7,J2|secrecy|7,J2,away_imp_morph,disregard,away,imperative,morphological,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,31,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: discount secrecy."
J3_secrecy_c7,J3|secrecy|7,J3,away_imp_morph,disregard,away,imperative,morphological,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: de-emphasize secrecy."
J4_secrecy_c7,J4|secrecy|7,J4,away_imp_morph,disregard,away,imperative,morphological,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: disattend secrecy."
K1_secrecy_c7,K1|secrecy|7,K1,relevance_decl_none,relevance,away,declarative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,35,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is beside the point here."
K2_secrecy_c7,K2|secrecy|7,K2,relevance_decl_none,relevance,away,declarative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is extraneous here."
K3_secrecy_c7,K3|secrecy|7,K3,relevance_decl_none,relevance,away,declarative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,35,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy belongs to a different task."
L1_secrecy_c7,L1|secrecy|7,L1,relevance_decl_morph,relevance,away,declarative,morphological,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,35,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is irrelevant to this task."
L2_secrecy_c7,L2|secrecy|7,L2,relevance_decl_morph,relevance,away,declarative,morphological,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,37,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is unrelated to what you are writing."
L3_secrecy_c7,L3|secrecy|7,L3,relevance_decl_morph,relevance,away,declarative,morphological,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,35,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is immaterial to this task."
M1_secrecy_c7,M1|secrecy|7,M1,relevance_decl_syn,relevance,away,declarative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,36,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy is not relevant to this task."
M2_secrecy_c7,M2|secrecy|7,M2,relevance_decl_syn,relevance,away,declarative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: secrecy does not matter here."
N1_secrecy_c7,N1|secrecy|7,N1,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,31,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: juggle secrecy."
N2_secrecy_c7,N2|secrecy|7,N2,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,31,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: laminate secrecy."
N3_secrecy_c7,N3|secrecy|7,N3,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: notarize secrecy."
N4_secrecy_c7,N4|secrecy|7,N4,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: braise secrecy."
N5_secrecy_c7,N5|secrecy|7,N5,incong_imp_none,incongruent,neutral,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,31,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: centrifuge secrecy."
P1_secrecy_c7,P1|secrecy|7,P1,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not juggle secrecy."
P2_secrecy_c7,P2|secrecy|7,P2,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not laminate secrecy."
P3_secrecy_c7,P3|secrecy|7,P3,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not notarize secrecy."
P4_secrecy_c7,P4|secrecy|7,P4,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not braise secrecy."
P5_secrecy_c7,P5|secrecy|7,P5,incong_imp_syn,incongruent,neutral,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,33,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not centrifuge secrecy."
Q1_secrecy_c7,Q1|secrecy|7,Q1,nonce_imp_none,nonce,neutral,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: glorf secrecy."
Q2_secrecy_c7,Q2|secrecy|7,Q2,nonce_imp_none,nonce,neutral,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: flarn secrecy."
Q3_secrecy_c7,Q3|secrecy|7,Q3,nonce_imp_none,nonce,neutral,imperative,none,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,32,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: vusk secrecy."
R1_secrecy_c7,R1|secrecy|7,R1,nonce_imp_syn,nonce,neutral,imperative,syntactic,secrecy,mass,pilot,,Fragrant lilacs bloomed along the garden fence.,7,Fragrant lilacs bloomed along the garden fence.,-0.572,1.63,34,"Write exactly this sentence and nothing else:
""Fragrant lilacs bloomed along the garden fence.""
While you write it: do not glorf secrecy."
